"Index","Product","Date","Stars","Review"
46939,"Pandora",2012-09-15,5,"Best free music app!!   I love it!!! Can have free account, totally User friendly. I have found artists that I now love through Pandora :)"
46941,"Pandora",2014-07-14,5,"Five Stars   Great site!"
46943,"Pandora",2017-05-26,5,"JorgeRamos9460@gmail. com account#loginwwwcomcast. com password89ED07E9391171DFlogincabile wwwamazon.   JorgeRamos9460@gmail.com account#loginwwwcomcast.com password89ED07E9391171DFlogincabile wwwamazon.com devicecom5599771040"
46946,"Pandora",2012-03-14,4,"I Enjoy this App   I enjoy being able to have many different stations for my many moods. It acts quickly when I reject a song in order to put a new one on"
46947,"Pandora",2012-06-17,4,"pandora radio   The pandora app is pretty good and it was easy to download and start.  I do wish you could just play the songs you selected."
46950,"Pandora",2012-08-28,3,"update   I like Pandora a lot but it needs a update... badly! it updated on the android but not on my kindle. Please update!"
46952,"Pandora",2012-04-14,5,"uhhhhg   it was good tip it got better. I livid. d dcfdvfghe cr use e #%$4'""#$#  dfcscdgdvf f db Fd scgx e f fy Cd gyccdt d this is it."
46955,"Pandora",2012-08-25,5,"DW   It is one of the greatest apps ever created in the entire world. There is nothing that can come close to this app."
46956,"Pandora",2012-12-03,5,"amazing   its always good to listin to if im not doing this then i dont have internet amazing thanks :) love it"
46961,"Pandora",2016-03-19,2,"runs good on my HDX doesn't work on latest 2016 $50 kindle   Only fix on latest gen 2016 $50 tablet is to uninstall and reinstall. Pain in the ass. Neither Pandora or Amazon give enough of a carp to address it.  Disappointing."
46963,"Pandora",2011-12-25,3,"okay but...   this app is ok but it does need one tweak, the search button does not work for.me, if anyone has a solution that would be greatly appreciated"
46967,"Pandora",2013-02-27,1,"recent updates now have pandora run in background   Have used Pandora on Kindles since 2011.  Unfortunately, their recent updates now have the program always running in the background. Even running ´Gemini´ type tools is not enough to keep the program terminated....Memory Is consumed.  Have taken the step of uninstalling the App."
46968,"Pandora",2012-02-25,5,"Love It   Sounds great on my kindle fire, played for over 4 hours straight with only 3 commercials!  Will use over and over !  Recommend to all."
46971,"Pandora",2013-08-30,1,"I wish you can listen to full albumes.   I dont like how u can only listen to one song off a CD at a time.  God bless everyone."
46974,"Pandora",2012-08-26,5,"Love it   love this app you can listan to your favorite type or artist with limited adds and throw best part its free!!!!!"
46977,"Pandora",2011-10-24,2,"Not for me   I didn't really like the way Pandora chose music for me. I'd try to get it to go more toward my genre, but it inevitably would veer off toward another genre and toward music I wasn't interested in. It also set up ""stations"" too frequently.I ended up deleting Pandora, and will have to find another app which suits me more."
46986,"Pandora",2011-12-16,1,"All I get is the Splash Screen on my Kindle Fire   If you've got a Kindle Fire, forget this app.  It works on all of my other devices (iPhone, iPad, Windows 7 laptop, and Mac mini).  Bummer."
46990,"Pandora",2012-01-26,5,"i love it   my daughter thought I would not like, but I love it lets you create what ever station you want just for you. listen ti it all the time"
46999,"Pandora",2012-12-02,3,"soso   I like this app but sometimes two songs play at the same time and it has a stupid skipping limit"
47006,"Pandora",2015-01-09,5,"Once you go Pandora, no other apps will get to store ya (identity). (corny I know, but I'm tired and its catchy)   Great app especially if you pay the extra 5 bucks a month for the plus edition. I know their margins are really high on the premium edition and as a whole they play really predictable music but to my knowledge no other app or program in general offers a comparable service. Who can beat Pandora?"
47011,"Pandora",2013-02-20,5,"awesome   this is so cool and just so easy you should try it out why not try its free. try it"
47023,"Pandora",2017-07-18,4,"Four Stars   It's good, but you can't play back songs."
47024,"Pandora",2017-07-19,5,"Great app   What's to say. It works awesome. On my echo there is no commercials."
47033,"Pandora",2012-05-24,4,"It's Alright.   well its ok but sometimes it skips my songs. and the minimum of songs skipped is stupid. but otherwise its alright."
47034,"Pandora",2011-10-23,5,"Pandora   Best app ever made. Love the music and it broadened my horizons. I have more bands I love and listen too that are just like my favorites."
47043,"Pandora",2012-04-21,5,"i love it!!!   i love pandora...so i dont hav to bye any music i can get pandora for free!!! you listen to every music you love!!!!!"
47045,"Pandora",2012-02-03,3,"so,so   I like it but the thing is when u look up an artist a totally different artist comes up and they limit you on skipping  songs"
47049,"Pandora",2014-07-10,5,"Five Stars   GREAT LISTENING"
47057,"Pandora",2017-01-16,1,"Bad people   Supports black lives matter"
47060,"Pandora",2011-12-10,4,"great to have a personal radio station   I like how the program tailor fits my needs. Sometimes I hear new songs and artists that I like and wound not have heard otherwise"
47062,"Pandora",2012-07-28,5,"I love this app   it matches my mood and I like some wired music but pandora showed me artists that ive never heard before"
47065,"Pandora",2012-03-14,3,"songs not finishing..?   Almost every song on my free account stops playing before the end of the song. Even free the whole song should play. :("
47067,"Pandora",2012-03-04,5,"hay hay   I really really really really like Pandora its really really really easy to use and it portabel and awson.I love pandora"
47068,"Pandora",2016-06-15,4,"I like it a great deal   I like it a great deal, but it is unnerving, thinking you have shut it off, even by shutting off the phone but it continues to run ANYway...."
47069,"Pandora",2012-04-24,4,"ughhhhhh   this keeps on saying there are no more tracks to play select another station then when i do it says the same thing"
47071,"Pandora",2012-06-14,5,"LOVE.IT.   I use it whenever I go on my kindle.. its great.. anyone who is second guessing themselves shod just get it."
47075,"Pandora",2011-11-13,5,"Best thing since sliced bread   I love the freedom to put some good songs together and find more music that I also like.  I use pandora on all my internet devices."
47087,"Pandora",2012-01-16,3,"ok also bad and good   it doesn't show me all the songs I put in. but other than that awesome. I love when it go to another song bit sometime it"
47089,"Pandora",2012-03-11,5,"pæñdœræ   luv it its da bestess app evar THA BEST APP EVVVVVVVVAAAAARRRR! you should try it butt it duznt werk fer kidnle fire"
47090,"Pandora",2012-06-15,4,"Awesome!!!   I love this app! Music is my life and I need it 24/7 so this app is great!! The commercials stink though."
47091,"Pandora",2011-10-16,5,"Awesomesauce.   Pandora is the best thing to happen to music since Thomas Edison invented ears. And I think we all know how well that turned out..."
47093,"Pandora",2012-03-05,5,"Awesome!   best app I have litterly. It has never let me down and always has the songes I like. I got the update and I love it!"
47095,"Pandora",2012-02-05,5,"AWESOME   If you like music and are looking for an awesome free app. that's easily to install and personalize Pandora is perfect!"
47099,"Pandora",2012-02-10,4,"wow.................,   well I like pandora but the commercails last as long as the soonnngg....can you fix it? ?? I'm glad its free though..."
47103,"Pandora",2012-05-08,5,"ahhhhh-maaazing!!!   all i can say is that this app is freekin great!I personally could not get through the day without it!"
47111,"Pandora",2012-06-30,5,"i am in love   I am in love with Pandora because of course I love to listen to music I love Pandora I <3 pandora"
47112,"Pandora",2012-03-17,2,"The much   I think this need more skips and needs more albums.I want to choose my own music and artists.But its still good."
47113,"Pandora",2012-06-18,5,"great   this app worked great for me I didn't have problems with ads the music was great it was easy to start"
47114,"Pandora",2012-09-19,5,"awesome app   very cool i love this app its awesome I love it it works very good iv had it for 3 months"
47120,"Pandora",2012-05-25,5,"pandoraa   Love this app so much 5 stars from me and always gives me my favorite music ( which is aloot of music)"
47124,"Pandora",2012-06-16,5,"love pandora   i love, love , love my music. its cool that im able to pick the kind of music i want to listen to ."
47126,"Pandora",2012-01-13,5,"awesome   this app is great and I just love all the songs and it is totally worth getting.get it now and you wont be sorry! :)"
47129,"Pandora",2012-08-07,5,"love this!   I love this app because I love listening to music. if you like music this is a great app! :)"
47132,"Pandora",2012-02-16,5,"its great shows you differnt types of music   this app shows sooty of music. even though you don't always get the artist or song you want its still great!!!!"
47134,"Pandora",2012-07-21,5,"realy good   i love it I use for a lot of things like road trips and other things. its so family friendly."
47135,"Pandora",2012-01-16,1,"Commercials   Woo many commercials! And everytime one starts they never end! Also crashes every other time i open it. I HATE IT!"
47136,"Pandora",2011-12-25,5,"works great on kindle   great app for kindle music lovers. easy to setup and listen to your favorite music. hard not to like for a free app."
47140,"Pandora",2012-05-03,5,"its okay.   I love it. it plays all the music I like. I learned that you can even change the stations. I like it."
47152,"Pandora",2011-10-24,5,"One of the best!   One of my fav apps. Great for the music lovers. Gotta download it! Hear songs on here that I thought no one knew about"
47155,"Pandora",2011-10-19,5,"love it   this is better than them all!!!! it really figures it all out for u. plays new and old songs this is the best app ever."
47158,"Pandora",2012-06-21,3,"ok   it freezes on a song in the middle of it there are better aps but u can make your own staion"
47164,"Pandora",2012-04-01,3,"it has fallen   to start off, Pandora used to not have half as many comecials and now there is one every other song."
47166,"Pandora",2013-03-16,5,"love it   this app is really good i love pandora it play  alot of music that i love however now there is a time limit where you can only listen up to 40 hours a month because they pay for the music themselves."
47168,"Pandora",2012-02-29,5,"awesome   I found this app to be very helpful. Now whenever I am bored I can just listen to my favorite song's!!"
47169,"Pandora",2012-01-01,5,"awesome   I love his app its so awesome and it works really good on my kindle fire I love it!!!! get it Pandora rocks"
47171,"Pandora",2012-01-16,5,"Better than Youtube   This app has saved me so much trouble from going from screen to screen and even mixes up the music for me!"
47173,"Pandora",2012-01-15,2,"where   I. cant find the bookmakers or my profile any on the pages and that's why I think ishould be riight thrrr"
47177,"Pandora",2012-01-26,5,"LOVEEEEE PANDORAAAA   if u r a music lover like me then u neeeddd to try it! !!! and it works peerfectly on my kindle fire!!!"
47179,"Pandora",2013-11-02,1,"Pandora   I downloaded this application, but it does not work. Do not like being hoodwinked like that.  Very disappointed, would have rated it 0 stars, if that was a rating."
47181,"Pandora",2012-01-22,4,"love it!!   love this app so much it really fun to listen to. But, there are a lot of added popping up everywhere!"
47182,"Pandora",2012-03-06,3,"needs work   Its a great app but you cant look up songs!also when I type in a band it play other groups to!!!!"
47184,"Pandora",2013-12-18,5,"Pandora   Love the music,that you can choose yourself.Regular radio stations now,just don't do a thing for me.Pandora has something dor everyone.LOVE IT!!!!!!!"
47187,"Pandora",2012-12-18,3,"Eh...   Well first of all it will only let u skip 6 Songs and on almost on all of ur stations it will say 'We can not fetch anymore songs. Please try again.' I get mad when tht happens...like it just did.  But over all it had ALMOST all the artist that I wanted..."
47190,"Pandora",2013-01-19,5,"I <3 PANDORA   I love,love,love Pandora!!!!!!!!! It has all my favorite singers and more!!!!!! I recommend this app COMPLETELY for any age and it is FREE!!!!!!!"
47191,"Pandora",2012-01-25,1,"poop   I hate it how did I get it I'm so confused its like a piece of poop shaved and poured into a radio."
47197,"Pandora",2012-01-16,5,"good   This app is goodHas cool things and is exciting and is coolIts fun and coolHas good songs too"
47212,"Pandora",2011-10-20,5,"One of the best apps   Pandora is one of the best apps, plus it's free!  You can use in your car in place of satellite radio."
47213,"Pandora",2012-02-14,5,"pandora   this app is awesome. it plays all the new music and it takes up no space on my kindle fire."
47228,"Pandora",2012-06-25,1,"this sucks   Pandora is a bad app when you type in what you want to listen to half the time it does not go to it. it takes you to a differnt song do not get this app. you are better of getting songs from the store or get them some where else this app is horrible!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
47231,"Pandora",2013-07-01,4,"Curses   it's  good but pandora curses. you can also only have a certain amount of skips but it is ok. i do like how you can create stations and flip through them. you can also use it on the interweb which is also very helpful"
47234,"Pandora",2012-12-14,1,"Great down to BAD   I agree with everyone else, the app stops playing and doesnt start back up, I thought I was having issues with my kindle until I started reading the reviews, Thanks everyone!!"
47237,"Pandora",2012-02-24,1,"Sucks   It Sucks. I like I heart radio better. To many adds. Buffing takes so looooooong. I'm unstalling. And it repeats."
47240,"Pandora",2012-02-14,1,"not working   everytime I try to use,getting an error message. I've. installed and uninstalled several times...if anyone else is having this issue please help me... I really love Pandora. and would love to use it on my kindle..."
47243,"Pandora",2013-01-19,5,"pandora is beast   I love Pandora so much and it is the best because I can listen to any type of music that I want to listen too"
47249,"Pandora",2012-01-13,1,"do not want!!!   I wish I could remove this app from my list. especially since it is not part of the kindle rom and I will never download it.besides, I've been a rhapsody customer since 2002. I'm not likely to switch to this crap now."
47250,"Pandora",2013-01-22,5,"Nothing but AWESOMNESS!!! :D   This is a great app. It. lets you listen to music for free and you can still hear that song again by liking it. You can hear your favorite artist's songs without hearing the same song three million times. This is a BIG must have app."
47251,"Pandora",2017-04-16,4,"Awesome   I love this, I can listen all my favorite artists and find new ones! The reason for the 4 star is because it skips songs by itself and that's really annoying when it's one of my favorites... otherwise it's Amazing!!"
47254,"Pandora",2012-04-12,1,"it worked at first....   I have had Pandora for about 4 monthes now and it has been great...untill now. I turn it on and it goes to my station screen and..just..stops. I even deleted it and downloaded it again and still nothing. so if you are wanting to listen to music without it messing up, don't waste your time with this app."
47259,"Pandora",2012-05-19,1,"it wont let me sign up!   that's not cool. I put my email address and everything else in correctly numerous times and it continued to tell me ""you are unable to create a Pandora"""
47261,"Pandora",2013-06-28,2,"Poor pandora   Pandora has good music but the commercial's after almost every song is awful! It ruins the listening experience. They need to figure out another way to make money!"
47267,"Pandora",2012-12-30,1,"HATE IT 0stares   its give my kids bad names and then they repet the words hats it so much I hats it I hats it I hats it.I don't like it"
47268,"Pandora",2013-01-26,1,"get i heart radio its better   this one has ads and with ads it sucks I heart radio is much better it lets u choose an artist or song and its a wholl thing with many diffrent  songs by other artist"
47275,"Pandora",2016-12-27,4,"3 out of 4   3 Stars of this Rating goes to the Position side, while on the other 1 Star goes to the negitive.  Pros.  Radios, Music, can skip many filthy songs and much more.  Cons, you have a skip limit,  so if a bad so if a bad song comes on your screwed...😐"
47278,"Pandora",2012-01-15,1,"Sucks!!   Sucks don't get waste of time is very sluggish don't get DO NOT I REPEAT DO NOT GET THIS It SUCKZ!!!!!"
47279,"Pandora",2012-08-11,5,"I LOVE IT!!!!!   THIS APP IS SO AWESOME I DONT GET WHY PEOPLE DONT LIKE IT...... THIS APP IS BETTER THEN ANYOTHET MUSIC APP!!!!!!! AND PEOPLE THAT DONT LIKE IT IS STUPID!!!!!!!! LOL"
47289,"Pandora",2012-08-27,1,"a big peice of crap   this app sucks u have to put in your date of birth your zip code you have to tell them if your a boy or girl and tell them your email and more its retarded"
47291,"Pandora",2017-07-07,3,"eh   for some reason mines not really working and I used to love but know not really its saying reinstall and I have boy doing a thing"
47292,"Pandora",2016-01-02,2,"Blah   Same old crap..."
47300,"Pandora",2013-03-08,1,"worthless   i want to like this app , but its worthless. i got it on my kindle fire and i play it put it in sleep mode it will play couple songs then stop. i unsleep my kindle and the app will be asking if im still listening."
47302,"Pandora",2012-02-07,1,"NO   I downloaded this for my kids that I babysit l. I added a. baby song for toddlers and I' m sexy and I know it can on!"
47313,"Pandora",2013-11-15,4,"meh!   Enjoy the variety of music I'm able to listen to. Like being able to learn about the bands I like."
47315,"Pandora",2011-10-14,5,"Woop woop   Finally. Some Pandora love. Lets just hope Amazon keeps up with the updates. If theres one app that should be updated when need be, its this one."
47318,"Pandora",2012-09-30,1,"grand   I have not used. this site just yet but will get back to you! This. seems to be a nuisance.  To have to put my input just yet."
47324,"Pandora",2013-04-17,5,"MY NEW BFF   this is the best music app ive ever used and I love it!!! when I'm home and bored I am always using it! :)"
47325,"Pandora",2011-10-17,2,"Find another app than this one.   Tracks basically everything on your phone, from phone calls, txts to gps location and more. There are better Internet streaming radio apps on Android Marketplace or Amazon Appstore that do not do that. Don't waste your time with this one."
47331,"Pandora",2012-12-19,5,"Awesome   I love this app it is awesome. I can listen to any kind of music I like and if I don't like song I can skip it"
47335,"Pandora",2013-03-12,5,"nice   ward slap paper awesome app love the music mama I wish u could add more things to your profile though"
47338,"Pandora",2013-11-14,1,"what a rip off don't get this app   This is a rip off because as soon as I got loged in it said  can't take my login at this time and I just got it.so don't even think about getting this app because it is a rip off. I should not given it one star."
47346,"Pandora",2012-08-11,4,"needs to let you skip more songs   need to let you skip more songs and have no limit on how many songs you can skip. plz read comment."
47347,"Pandora",2017-04-26,3,"Three Stars   I have CD's that I like better."
47350,"Pandora",2012-08-14,1,"why   why do you have to have a account when I got it I just deleted it I recommend I heart radio"
47352,"Pandora",2012-12-04,1,"stinks   stops playing music after about three songs. ads will pop up  and it stops. used to be great. please update. kindle fire"
47355,"Pandora",2011-12-25,5,"Love it   love it. always plays music i like. and turns me on to new artist I may not have heard before"
47357,"Pandora",2012-11-17,1,"dosnt work   oh my fluff this app is annoying. dosn't work. dosn't pause or play and dosnt load.DONT GETvery frustrating"
47363,"Pandora",2017-07-27,5,"Five Stars   Great music mix!"
47364,"Pandora",2011-12-28,1,"Doesn't play on Kindle Fire   Completely dead on Kindle Fire, no music plays at all. going to have to try alternatives now. Pandora has really gone downhill."
47367,"Pandora",2012-09-28,1,"1.7.1 Poor audio quality, lack of privacy   Either the upgrade to 1.7.1 or some change on the hosting side caused the audio to lose all the highs.  I thought my tweeters were busted at first but no, every other audio application sounds fine.  The music barely sounds like it's in stereo any longer.  And why would a music player need to read my phone state (which includes the phone numbers of who is calling).  Pandora is going the way of Netflix, losing customers by dropping service quality."
47370,"Pandora",2017-07-18,5,"Five Stars   Love the music!!"
47372,"Pandora",2012-09-19,1,"no, you may not email my mom   ...and I can't imagine why anyone would let you. these permissions are insane. I absolutely do NOT agree, this app is mediocre at best... yes, Pandora was soooo cool a few years ago, but we have slacker and spotify and 8tracks and so much more now. certainly not worth all this hassle to hear commercials and out-of-date indie rock."
47381,"Pandora",2017-07-17,3,"Its ok   It always says that I can't find a connection so I have to press retry like 5 times before it actually works, then its really laggy. And every time I try to have it in the background so I can hear music while using another app it quits working. Overall as much as I like Pandora I'll just stick with Spotify it doesn't have any of these issues"
47383,"Pandora",2012-01-12,4,"ads?   I thought this wasn't supposed to have ads. aside from quite a lot of buffering if I try and change the song and the ads at the bottom its pretty great."
47386,"Pandora",2012-11-28,1,"Nov 2012   pandora has been great for 2 years but this week it plays one song when i first start it then it hangs there and does not play any more songs."
47389,"Pandora",2013-04-08,4,"music   love to listen to music especially when I'm working and you can pick whatever kind of music you like to listen to"
47397,"Pandora",2017-10-07,2,"fix or ill rate one star   The reason I gave 2 stars is because whenever I type a song name or the artist I don't get the song or artist I want so plz fix it only works on my phone I'm on tablet"
47398,"Pandora",2017-06-10,5,"Numero uno!   Use pandora every day. For driving to work, relaxing at home, partiea. Any day, every day, any time. Great app, wide selection!"
47399,"Pandora",2011-12-01,2,"other radio apps better   Navigation quirky. Ads all-pervasive. Sound quality mediocre. Maybe good if you're already a Pandora fan. Otherwise, skip it. Uninstalling from my Kindle fire."
47408,"Pandora",2016-12-14,2,"It kind of works   It randomly cuts on in the middle of the night  some times when you unlock my device"
47411,"Pandora",2015-02-14,5,"Five Stars   💜"
47413,"Pandora",2011-10-26,4,"Needs a couple features from Slacker   I like Pandora more than Slacker, but Pandora has no ""never play this artist"" feature. So when Brittany Spears comes on, I have to thumbs down her one song versus her entire career."
47414,"Pandora",2016-03-20,1,"not fun   Every password u type won't work on kindle fire!"
47418,"Pandora",2011-11-19,1,"Never completes a song, force closes.   Only plays few seconds of song before skipping to the next. Force closes a lot. Plays a complete commercial every two songs. Since it never completes a song it's all commercial. Deleted (Same problem on non-Amazon version) Droid2Global"
47421,"Spotify",2017-10-07,5,"spotify is great   Spotify is way, way, way, way, way, way better music app than Pandora. It doesn't limit you on the musicians you actually like with awful musicians with a few of your favorite songs peppered in between garbage pail cousin  music and brown water trash one hit wonders. Spotify let's you play whole albums and let's you make custom and endless playlists."
47424,"Spotify",2017-03-07,5,"The ony music app you neec   I love this app. I've tried them all (apple, amazon, pandora) and nothing compares. The suggestions are awesome, I'm finding new music all the time. Also, you can pick up where you left off on any device. Spotify is the best, period."
47428,"Spotify",2017-10-14,5,"Best Choice for Music   Listening to music on demand has never been better than it is with Spotify. The app not only provides access to thousands of classic tracks, but it provides great recommendations for music you might like based on your listening history. Highly recommended!"
47429,"Spotify",2017-06-07,5,"Great app!   I really like being able to pull up my favorite songs and adding them to a playlist. I also really like how it recommends new music for me based on what I already listen to."
47432,"Spotify",2016-04-10,5,"Awesome music   This app is wonderfully diverse in its music content. You can create your own playlist or listen to individual songs. Typing in an artist name reveals lots of albums and hit songs."
47443,"Spotify",2017-10-26,5,"Great Music App   Great app, has every kind of music that you like. You can find a lot of great songs that you would not have found before. Also you can listen to old music or new music."
47456,"Spotify",2016-03-02,4,"Good App   I find that this app is better than others that I have tried. However it does seem to freeze up from time to time during songs changings I guess nothing is perfect. The download went fine with no hangups. Overall it's a good application."
47457,"Spotify",2017-08-26,5,"Spotlight is great   I just love spotlight premiumI don't have to listen to ads and interrupt my listening  they have all the great songs"
47458,"Spotify",2017-06-08,5,"Spotify   I love all the premade playlists."
47462,"Spotify",2017-04-21,5,"Spotify perks   Works very well on my tablet and even plays while I play a game. Spotify premium is even better because there are no commercials and that is the best."
47463,"Spotify",2016-02-19,4,"Great Music App   Has lots of popular songs, however I was disappointed that Taylor Swift wasn't on here. She is my favorite singer, so I wanted to hear her music. Otherwise, good music app. You can create your own public channels and playlists. I recommend"
47465,"Spotify",2017-05-28,4,"Thumbs up   Love spotify! My go to for listening to music. The mobi!e version is more restrictive but it is still good."
47470,"Spotify",2016-12-25,5,"So far great all the music I love and can download and ...   So far great all the music I love and can download and listen while at work, home, andon the go. I hope it does not change. We will see when I get back from Mexico."
47471,"Spotify",2016-08-15,5,"I thought it was just a mith   Oh my ward I can listen to listen to any song I want to when ever I want to with premium BEST APP I HAVE EVER HAD I really thought it was to good to be a mith  BUT ITS A TRUE 😄😄😄😄😄😄😄😄😄😄"
47473,"Spotify",2017-04-26,4,"But overall very good.   A few too many interruptions for my taste,.  But overall very good."
47476,"Spotify",2014-10-03,5,"BETTER THAN PANDORA !!!!   LOVE THIS APP!! YOU CAN ACTUALLY HEAR THE SONG YOU WANT TO HEAR YOU DONT HAVE TO WAIT FOR IT PLAY LIKE PANDORA. ALSO YOU CAN REWIND, FAST FORWARD, AND START THE SONG OVER. SIGN UP IS LITERALLY LESS THAN 5 SECONDS. SUPER EASY TO MAKE YOUR PLAYLIST AND SEARCH FOR SONGS (YOU DONT HAVE TO MAKE A PLAYLIST TO LISTEN TO MUSIC THOUGH) LOVE IT, MY NEW FAVORTIE APP !!!!"
47478,"Spotify",2017-05-28,5,"Great app   Best music app ever created in my opinion. Been a loyal subscriber for 5 years."
47480,"Spotify",2017-10-01,5,"love this app!   Spotify has all the best music for every genre. All the new and all the best music can be found on this app, and you can even download it for off-line use! 11/10!!"
47482,"Spotify",2017-04-06,5,"Amazing!!!!   Has all the rock, even underground like HU!!!! Nothing is censored"
47484,"Spotify",2016-01-09,5,"very useful   This app is very useful, I love it! They give you a month or so of free premium.  This app even helps youcfind new music! My only issue with this app is after your free premium, you can't listen to music offline without getting premium-Derpy"
47487,"Spotify",2017-08-25,4,"Love it!   Awesome! Love that you can make your own playlists. Would be 5 stars if not for all the ads, but that's what you get with free stuff."
47495,"Spotify",2016-01-16,5,"Netflix for music, but with a free option!   Love that I can download  directly to my devices , unfortunately you have to pay for the feature, but the $0.99 for 3 months promo is a great deal! I Will gladly pay $9.99 a month afterwards to keep the paid benefits, which there area many of!!"
47505,"Spotify",2017-07-18,4,"Love some spotify   Great app.  Love that it connects to FB and has a huge variety of music.  Very affordable for the paid app as well.  Love Spotify!!"
47510,"Spotify",2014-12-14,4,"very pleasant   I rather enjoy this music app. Is better than any other, in terms of variety. The ability to follow others and listen to their playlists tops the cake for me. I love me music, and listen to different styles depending on my mood.  Only issue is that I am so very poor at remembering song artists, song names, etc.........this is a blessing."
47514,"Spotify",2017-05-01,4,"I love Spotify. The only thing that can get a ...   I love Spotify. The only thing that can get a little annoying is they don't have some songs on there.."
47523,"Spotify",2014-11-09,5,"best app   I love it. I cant even describe it in words and its free. I lets me repeat the song steal my girl by one direction.. awsome! ""She knows that im never going to let her down"" #Bestappever lalalala its a music lovers heavon and dream.  THANK YOU SPOTIFY! Now its time to listen to midnight memories by one direction, bye see ya later guys"
47524,"Spotify",2016-09-12,5,"Love it love it!!!!!!   The music is great! Just be sure to listen to your fav music cuz then you can make a playlist!!! I definitely reccomend this!👍👍👍👌👌👌"
47525,"Spotify",2014-08-07,3,"While listening to opera the music is interrupted by musical ...   While listening to opera the music is interrupted by musical commercials for contemporary music.  Music sets a mood.  The commercials are such a jarring clash of genres that it destroys the mood of the music.  These interruptions are truly ill conceived.  I doubt popular music listeners would appreciate their music being interrupted by musical commercials for the Met."
47527,"Spotify",2016-01-15,5,"excellent   For someone like me who has eclectic tastes and listen to music based on moods this is perfect. I was told it as a good music service but I didn't want to try out of stubbornness but now I wish I had it sooner. Get the premium. It's worth it"
47535,"Spotify",2015-11-12,5,"Perfect!♥   Its awesome so much better than Pandora!  But what would make it even better is if you added when concerts of your favorite bands are playing it would help people so much!  And you would get less complaints about the ads!  Hope you consider my idea thanks!"
47537,"Spotify",2016-11-19,4,"Very nice music app.   Very good music app. Works well on my Kindle Fire HDX. Plays the music in the background while I preform other tasks. Nice selection of music and artists available."
47538,"Spotify",2017-01-03,5,"VERY VERY GOOD!!!   This app is very good I get to listen to my favorite music when I have WiFi. However u need to get spotify premium in order to listen to music without WiFi."
47540,"Spotify",2015-02-27,4,"Love this app   Love this app. Iv found every song iv looked for with only one artist and one song exception.  If I could have found those it would have been 5 stars. It's very user friendly and I love that it let's me get entire albums at one time or pick and choose individual songs. Definitely recommend this app for music lovers."
47541,"Spotify",2016-11-03,5,"BETTER THAN IHEARTRADIO AND PANDORA BOTH!!!!   It's free.  Commercial ever 30 minutes, and they have every stone by EVERY artist.  Easy to navigate and create your own playlist too.  Wish I found this 2 years ago!!"
47543,"Spotify",2017-05-01,5,"Five Stars   It has all the music I like love it"
47546,"Spotify",2016-05-20,5,"Love this free app   Love this free app, there are tons of new music all the time. Been with spotty for acouple of years and have no complaints with them. If you want no ads there is a fee, but spotfy doesn't hound you about it."
47558,"Spotify",2016-08-15,5,"Awesome   This app has all of the songs you like and that you know"
47565,"Spotify",2014-10-26,3,"Okay, I guess...   Was very thrilled when I saw that Spotify had been made for a tablet, so I logged in on my Spotify account from my school laptop and saw all my music was there, but now that it has been a few days, it is being very annoying. You can't play music unless in shuffle mode. Unless you are tolerant of nonsense like this, this app is not for you."
47568,"Spotify",2017-05-30,5,"R&B and rap   It gives a playlist of different artists you like and let's you make a playlist of only songs you like.😜👌🏀"
47575,"Spotify",2017-10-17,5,"EPIC   It's amazing hoomans"
47577,"Spotify",2017-05-03,5,"Radio your way...   Customize your own personal radio. Love it!"
47581,"Spotify",2016-06-19,5,"Best Music App!   I practically depend on this app for my daily music needs, I am band trash (think of that what you may because I just went to emøtiønal røad shøw yesterday (June 18, 2016)) so hehe.  But this app is absolutely amazing, waay better than apple music which is just a more expensive copy of spotify, spotify is free unless you want premium, but if you don't have premium and you play mudic on shuffle it actually gives good recommendations for songs, for example if you're listening to toxic by britney spears because you like that song or like me are in the phandom or something they won't play like my chemical romance after, they will reccomend like a song similar to toxic.  I'm awkward just get the app."
47587,"Spotify",2017-01-09,5,"#Spotify best app ever!!!   This is literally my favorite app on this entire tablet! It has my fave a cappella group called Pentatonix! Totally 100% worth downloading!#HorseLover!"
47588,"Spotify",2014-11-08,5,"Love Spotify but...   Spotify is arguably one of the best things that ever happened for music listeners and one of the worst for music artists. Artists make next to nothing. We're talking 1/100 of one cent per listen. Do the math and tell me how anyone can live off that. The only artists who can survive are superstars who make all their money from touring."
47595,"Spotify",2016-03-11,5,"Music Music Music   I have a 15, 12, and a 8 year old and they all use this app all the time they dont even use there ipod anymore they just download songs using this app, they all listen to the same music so they just share off each other"
47596,"Spotify",2015-06-12,5,"Five Stars   my music my way"
47598,"Spotify",2017-05-07,5,"Great app   Very useful and love the music because if you get premium than you can listen anywhere anytime"
47600,"Spotify",2016-08-31,5,"More music than you got time for!!!   Lots and lots of music to put you in  whatever mood you to be in, or get out of or got back in time and relive the good old days!!! Music is the message and music is the cure!!!"
47604,"Spotify",2015-01-09,5,"great app to get   Allows you to listen to your music without a hassle"
47609,"Spotify",2015-04-14,5,"It's spotify, nuff said   Who doesn't love spotify?"
