"","Product","Date","Stars","Review"
"459","Amazon",2016-08-10,1,"can not Load on LG G3 I had it originally on my LG G3 phone. One day I went to use it and it was not there. I went to reinstall it and it failwd repeatedly."
"462","Amazon",2016-10-06,5,"Absolutely awesome!!! And free!! Absolutely awesome and free! You can listen to all the physical cds that u have purchased on amazons cloud the albums are automatically saved in the cloud after they are purchased and available to stream or download with this free app!!! what is not to like???"
"464","Amazon",2016-07-23,5,"Five Stars Love it"
"465","Amazon",2016-02-10,5,"LOVE IT !!!!! No longer do I have to carry around CD's anymore and haven't done so in years. Recently, I my music library was just not organized like I wanted it to be. I have several different categories rock, classical, country, alternative, comedy, Halloween sounds for trick or treaters, Christmas music for sitting around the house, etc. and have all of it totally organized in its own category. If I am in the mood for country, I will just scroll to country, hit shuffle all and hit play and all country songs on my playlist can be heard in no particular order. Whether it is on my smartphone or on my tablet, it is well worth it !!!"
"467","Amazon",2015-07-08,1,"This app needs more functions to be a good music player I went from play music to this. This app needs more functions to be a good music player."
"471","Amazon",2017-05-02,4,"Needs desktop app The only thing that this really needs is just a stand alone desktop app like Spotify, would rather not fire up a web browser each and every time I want to use it."
"472","Amazon",2016-12-22,4,"Careful but good Is a well organized app. I would like to give it a 5 star but I just noticed that I bought a song by accident. Makes me paranoid to listen to songs That have the same name by different artists. I will be more careful in the future. Still is a great app."
"473","Amazon",2017-02-02,5,"Best Music Selection Anywhere Love, love, love my Amazon music. I listen to it at work, at the gym or at home while working around the house. It is worth the Amazon Prime membership for all the awesome perks you get with the membership! Wish I had signed on sooner."
"475","Amazon",2017-10-03,5,"Five Stars Works well"
"477","Amazon",2015-09-19,1,"Disgust I have previously ordered music from Amazon but recently after a purchase I had to download the music app. I was very disgusted having to download app just to hear music I had bought. My phone was then bombarded with ads. This sucks."
"478","Amazon",2016-12-05,1,"... my music benefits if I pay as Prime user like everyone else Amazon is an App used worldwide so why if I have to be in Panama o another country out of USA or Spain etc I can not use my music benefits if I pay as Prime user like everyone else??? Very disappointed with this app cause I am unable to use it."
"482","Amazon",2015-12-31,5,"I love my Prime Music I love my Prime Music. The song choices are all that and more. The stations work much like iHeart with the bonus that you can go back to songs already played. There are so many prime free albums you can download to your offline library and sharing between devices is really easy. I use my app several times a week with no issues."
"483","Amazon",2016-06-15,3,"Its ok it is ok. does not have all the songs I like, like Spotify does but it is free with prime so I like it. I cancelled Spotify sometimes I wish I did not."
"488","Amazon",2016-03-23,3,"Generally good app I listen to this app daily. It is lacking some functionality, but creating playlists is super easy. This app would be better of you could select the music folder to pull from on an sd card. Also, the last patch broke the continuous repeat one song function. The song only repeats once and then app closes."
"490","Amazon",2016-11-22,5,"Must have !!!!!! Five ***** I am telling everyone I know how amazing the music app is. NO commercials. List to what songs you want, as many times as you want. You do NOT have to listen to music because they want you to. Easy to set up with new releases, or old favorites."
"492","Amazon",2015-07-03,3,"Nice to not hear ads, but pre-mixed playlists are not the best. Should recommend other songs similar to what you are listening to. Also, most radio/playlists suck. Switched to Google Play because they have free playlists with ads but a great Gym mix. Step up your game Amazon! I pretty much give them 1/2 my paycheck every two weeks because I love Amazon stuff. This is not doing it for me though... but I am sure they will algorithm it out soon."
"496","Amazon",2016-02-04,4,"I BE JAMMIN Use it all the time, I love the unlimited skips and no commercials. I find living here on Kauai where cell reception is spotty the fact that the app caches some of the data that is being played I experience no skips in the music that is being played even while dipping in and out of service. Keep up the good job Amazon!"
"497","Amazon",2017-06-13,5,"Best App I have This is the best app, I listen to music everyday, even when I am exercising. Or riding in the car."
"498","Amazon",2017-09-05,1,"Not what it appears. Sadly the Amazon Prime Music is a dupe to get the user to subscribe to the more expensive program."
"507","Amazon",2014-07-26,5,"once I discovered the amount and variety of free music that is available to me on Amazon Prime Music I think that membership is I was very reluctant to purchase Amazon Prime to obtain free shipping on all purchases because I only occasionally purchase items on Amazon. However, once I discovered the amount and variety of free music that is available to me on Amazon Prime Music I think that membership is an extremely good deal. And, I think I will be even more satisfied with Amazon Prime membership when I get time to explore the free video library that is available as an Amazon Prime member."
"508","Amazon",2016-06-30,1,"not user friendly Hard to get to the music difinitely not user friendly... Very limited selection of music in the playlist/genere... I will stay with Pandora..."
"513","Amazon",2016-05-10,5,"I love Amazon music I love Amazon music. I can access so many albums and soundtracks without feeling obligated to buy anything. I do not use the radio function much but it works fine. This essentially feels like spotify without having to pay for a separate service as I already pay for amazon prime to begin with."
"516","Amazon",2016-06-15,5,"Not to bad.. Really like it. I just wish they had more music choices in Prime. I have had to buy alot of the songs I like because they were not listed in Prime."
"517","Amazon",2016-10-31,4,"Good Deal at dollar 3.99 a month for music on the Amazon Echo Well worth the dollar 3.99 a month for music on our Amazon Echo. I have asked Echo to play some songs I thought it would not have and Amazon Music Unlimited has found every one of them. If you have got an Echo I would say try it for this price it is a good deal!"
