prod,title,author,date,stars,comments
Pandora,Five Stars,anderson,20-Feb-15,5,great
Pandora,i hate it  :-p,dakota,13-Jul-12,1,do not get this app because i registerd but when i did it it did not work so i would sudjist getting this app. :-(
Pandora,pandora is the best,Gina,28-Apr-13,5,I love this app it never lets me down on playing the best music. :) I would realy recomend this app to anyone who asks
Pandora,Love this,JLo,14-Jun-13,5,"Great way to listen to different genre's of music.. Easy to listen to at home, the gym, work, anywhere. Awesome"
Pandora,One Star,Melissa Ambrose,7-Sep-14,1,I didn't buy this????
Pandora,love it!!!!,m.skater,12-Jul-12,5,"how do you people not like this app ???I honestly think the people who think this app is horable,I think they are losing their minds!!! :) COMPLETELY!!!!!!!!"
Pandora,Great App - Rate your Music,J Marenda,26-Nov-11,5,"Great app, but even better if you take the time to rate your music. I used it for a while and liked it but then spent a few days giving songs thumbs up and thumbs down, now I love it."
Pandora,usefull,s.opie,31-Jan-13,4,all the new and modern music.it is awesome. the only thing that bothers me is that they limit the amount of songs you can skip. :(
Pandora,like it,madeleine,18-Jun-13,4,like it but right when it was playing a song a add came on I don't understand why you only have mumlimim skips
Pandora,stop complaining,Robert,21-Jun-12,5,stop complaining its free it should have some adds. just delete it if you dont like it. i love it. its like you tube without flash player. i recommend this app
Pandora,awesome,v.Rodriguez,8-Jun-13,5,hi n I think its AWESOME!!!!!! its a very good app that you should buy!!!! bye you sexy person !!!!by: me
Pandora,its FREE,Anonymous,24-Feb-13,5,it is awesome my friend has it and it is awesome! we listen to music ALL the time and we can listenyo it for free.with Pandora
Pandora,"Clear, strong reception",PR,16-Mar-13,5,Tablets and computer plays from Pandora very clear and strong. Music that gets me energized to accomplish a task to be met.
Pandora,excellent,TayBay&lt;3,9-Feb-13,5,"I truely love this app. I love listening to my favorite stations- Justin Timberlake, Pomplamoose,  Adele. Very good app to have."
Pandora,luv it,Sarah,3-Aug-14,5,Love the custom music options. App roxks
Pandora,Love Pandora,nishaboo,23-Mar-12,5,You get to create a radio station for your favorite artist you can get it on your tablet and computer and if you don't like adverds then just pay $36 to get rid of them.
Pandora,Five Stars,Don Kennedy,28-Dec-14,5,Really good!
Pandora,Awsome,raregem30,13-Apr-12,5,I Love this app. The music just keeps going. PARTY ALL THE TIME. I Love the artist info. PANDORA IS GREAT. It works well on my kindle fire. I hope you get this today!
Pandora,what a great app!,Amazon Customer,2-Feb-13,5,This is definitely the best music app out there. I upgraded and could not be happier. Everyone should get this music app. Thanks
Pandora,Five Stars,Steve moses,24-Dec-14,5,Its great!!!
Pandora,cool,johnathon j jutzi,29-Dec-14,5,Call please
Pandora,Love Pandor,stephanie rigapoulos,15-May-13,5,I can listen to music from every genre when ever I wish....you cannot get better than that!! Will keeps this app!
Pandora,Love this app,D. Goodwin,11-Jun-13,5,Awesome app I have it loaded on two iPhones and two Kindle HDs. Plenty of music choices for all of my family.
Pandora,Four Stars,Sabra Wixson,18-Aug-14,4,Love using Pandora in the classroom.
Pandora,Search Problems!,Smith-Brodhead,29-Dec-11,4,"this app is great but once I picked a station, I couldn't search for a different one. The magnifying glass obviously means search but when pressed, nothing happens. Please help!"
Pandora,best ever!! <3,lovatic!,31-Jul-12,5,"I love it!! ive used Pandora since it came out and its very good!! I don't like slacker it crashes and Pandora never does!  Pandora is the best, period."
Pandora,Very good app,Rolando A. Suazo,28-Dec-11,5,"Very pleased,to have this app loaded on my kindle fire,excellent sound,and varied pic of choises of music.Will definitely recomend to family and friends,keep up the good work."
Pandora,Horrible Awful,AlyssaH,10-May-12,1,This app really dissapoints me...I was looking forward to be able to use this app but all I get is a blue screen...... :(
Pandora,its ok,J. Walson,29-Nov-12,4,"I love how u can play your favorote music, but every time you tilt it on your kindle fire, the commercial starts over for a few seconds."
Pandora,amazin' music!,pizza person,14-Apr-13,5,you can cusomize your playlist and not look for your fave songs. you will enjoy this app with all the amazon's music!
Pandora,Nice and O.K,jgh,10-Apr-12,4,"I like it a lot and I would love it,but really there is an add after like every song!!! it annoyes mw sooooo muchÂ¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Â¡!!!!!!!"
Pandora,Pandora,Kayla Bull,5-Jun-13,5,I like it radio Pandora it is the radio station I like the country and the Christian radio. Thank you so much
Pandora,Your Stations.,Sam Wicked,21-Dec-11,5,"This is a great app. It lets you listen to almost any band for free. I've created stations for Abney Park,Dredg,MSI,Old Blues and countless others. You can't beat this free app."
Pandora,Has a limit -_-,C.TRIBOLET,20-Mar-12,4,The limit is annoying but that is I enjoy it when i want good music Pandora it doesn't always play the artist channel it is mix but other wise really good for the fire
Pandora,love it!!,sitdiyyrte,14-Sep-13,5,it is the best way for me and many of my friends to listen to our favorite songs and artists.
Pandora,pandora rocks,laura keating,25-Jul-13,5,it is the best thing ever. its like a radio but you are creating your own stations to jam out to!!!!!
Pandora,Music,Maramda C.,13-Jan-13,4,I love music and this made me love it even more. A User for iheartradio would definetly love this. Thanks for making this app!!!!
Pandora,Listen for HOURS!,C. Towne,19-Sep-17,5,Create stations from your favorite artists
Pandora,Free ?,OrdinaryGuy,7-Dec-12,3,Any app that overloads you with commercials is not truly frree. And $3.99 a month for the commercial free upgrade is ridiculous.
Pandora,great!,A.M.H,24-Mar-13,5,love Pandora! you can find just about anything you want. I would recomend this app for sure if you are a music lover ;)
Pandora,Best Internet Radio,Kevin,7-Nov-11,5,"There are no other contenders coming close out there right now, Pandora is the best internet radio on the market.  The app is stable, but sound quality could be improved just a bit."
Pandora,good pandora,MelMel,28-Oct-12,5,I think Pandora is a great way to show kids music that they love so that's why I got this for me it gives me the music that I love so much.
Pandora,Love it,Pinki,10-May-13,5,Use it all the time!!! Better than any other Internet radio!! It has all the music I'm looking for and then some
Pandora,Excellent app,Robert LaRusch,14-Feb-13,5,Excellent app beats Sirius by a longshot. I would highly recommend the Pandors One upgrade it is truly commercial free radio
Pandora,Three Stars,Kindle Customer,6-Jan-15,3,Works well
Pandora,greedy punks,John Smith,1-May-12,2,This app is losing its greatness. Started out free for mobile and all of a sudden I have to pay?!?!?! I thinks not!!!!!!!! Good when you don't have to pay though
Pandora,people need to get some sense knocked into them,ROSE IZZ AWSOME,30-Nov-12,2,it worked for a little while and then just wouldn't let me log in i don't  see why it does that also it needs less ads and more music.
Pandora,Ally & Reily's review,Augest Underwood,18-Jul-13,5,We LOVE this app. Really good music and good quality. One of the BEST APPS EVER!!!! We LOVE this app!
Pandora,love it!!!,mcjagg,20-Apr-13,5,Pandora is great. I just don't like the commercials. also I don't like the limited hours per month. but its great.
Pandora,Five Stars,Kimberly T.,18-Jul-16,5,Love it
Pandora,not worth it!,w.wrestler,10-Jan-13,1,all of these reviews that give it five stars are just people panora pays to write reviews. the truth is Pandora will work fine for a wile but the you will start getting adds Avery other slung and then they will make it frees on a add and the tell you the only way you can make it stop is to buy the subscription. take you business somewhere els
Pandora,Love it,Stephen Rowh,5-Jun-13,5,I love this app.  It delivers the music I want to all the devices I have in my home without missing a beat.
Pandora,Waynes review of Pandora.,W. Verrill,25-Dec-12,5,I have used in the past on my other phone liked it. I will probably upgrade at some point  for now I'll just use the free version.
Pandora,PERFECT,TJ113,18-Aug-12,4,Pandora (free version) works wonderfully well on the Kindle Fire. Advertisements are not too intrusive. Sound quality and ease of use are flawless.
Pandora,Five Stars,Richard shellhorn,28-Dec-14,5,Love it!
Pandora,One Star,Amazon Customer,25-Feb-17,1,Too many ads and commercials.Repeats e songs alot
Pandora,i luv dis i enjoy it,big killa,8-Jun-13,5,I find the songs I like and enjoy I really recommend this to you get it it so free I RECOMMEND IT REAL BAD
Pandora,Three Stars,Luis Heras,27-Dec-14,3,Muy bien
Pandora,what,melissa jones,19-Feb-12,2,ok so I accidentally un installed Pandora and now it Is only giving me a page with different types of songs like r &b and urban can anyone help or give things to do
Pandora,it's okay,E.Staats,25-Aug-13,3,it won't let me download it so if it would let me download it it would work a hole lot better!
Pandora,love,FabSt,29-Aug-12,4,"love Pandora!!! I have it on my HTC also. You do need wifi for Kindle, but not for phone. I have the free version which has ads but I don't mind."
Pandora,Pandora is awesome!,mike milligan,13-Dec-12,5,I love panddora1It makes my work go so fast;and I am always in an upbeat mood now!I tell friends and family 'you have to try this'!
Pandora,Love,Dominique (:,20-Apr-13,5,I love it! I can listen to all my favorite songs on one statikn!  but....how can I edit a bio on a kindle fire  ?
Pandora,Who wouldn't love it?,Sandra M. Kelly,29-Oct-12,5,"No adds or commercials. You can customize it too. Who ever said it was bad, you're wrong. Pandora is an app every music lover should get."
Pandora,Pandora,Pandora,3-May-13,5,I like it Because it Play music on my kindle like one direction and Justin Bieber and Christina perri. Thats it
Pandora,Amazing,D Smith,5-Apr-13,5,U get free music with an ad every like 6 songs. if u don't get this u r just stupid
Pandora,My Opinion,RoanA,9-Aug-12,5,This Is GREAT I Love The Music And Its Free GET IT ! You Can select Who You Want To Play And You Can hear Them .. I LOVE Pandora !
Pandora,love it,cookie27,19-Mar-12,5,why are you people saying it doesn't work? well go get your device repaired and stop blaming the app!I barley get any commericals and ads! fun app to jam out to!!!!
Pandora,love it!,(:,1-Nov-12,5,"Great for listening to my favorite artists like Colton Dixon, Taylor Swift, Rascal Flatts, and others! Also great for Kindle Fire too!!!"
Pandora,Very nice app although the search button is glolitched on the kindle fire and cant  freate more than one station!!!,ERNESTO SOTO,19-Nov-11,4,"kive been using this app for a couple of days on my kindle.fire, the thing is that there is a.bug that wont let you create more han one station! cant sewrch for a new one either"
Pandora,Pandora,Jamie Bock,10-Dec-12,5,I love Pandora! I like that I can choose whatever station I would like to listen to and only songs I want to hear.
Pandora,Easy to listen to favs,Sharon,6-Aug-14,4,Really enjoy the variety of music.
Pandora,Good,hannahmarie67,29-Jul-12,5,its a good app to have when u have WIFI!!! but when I was with my friend and she has the ipad and its ALOT BETTER ON THE IPAD THEN THE KINDA FIRE!!!
Pandora,Great app for music,DJC,29-Jul-12,3,Thought the I would give this app a try and I found it very easy to manuver. Would recommend for any one that wants to listen to a variety of music.
Pandora,pandoras great,shannon schoenberg,10-Mar-13,4,Pandora is great but don't delete a station while its playing so yeah I like Pandora a lot so coolio you go glen cocoa
Pandora,Doesnt not play for me,Ford,14-Dec-12,1,Every time I try to listen to music the app doesn't play. It has played two stations at the same time.  My Aaliyah station does not turn off and I cannot create anymore stations.
Pandora,Awesome!,Amazon Customer,29-Jan-12,5,This I awesome!I can listen to my favorite songs and artists.u can skip songs if u don't like it.every once in awhile there's a commercial but other than that I love it!
Pandora,no more ads!,Aaron,24-Jun-12,4,Pandora is awesome.You can listen to your favorite songs without paying.there are just to many ads.sometimes they play one every other song No more ads!
Pandora,A True Blast from the Past!,BabyLegs Mema,21-Oct-12,5,"Since I have discovered Pandora, I never have to download an oldie again.  This is the best radio station in the world. Love, Love, Love!"
Pandora,horrible.,edith,16-Aug-12,1,my gah this app is just awful! It won't even let me change my station. bye bye Pandora. You suck now.
Pandora,good BUT ADS DRIVE MEH CRAZY!,directioner,27-Oct-12,2,lets just say this is great BUT it does not let you move on to the song you want and you can only  skip to 6 songs an hour or each hour!
Pandora,Fine I have to listen to a few commercials now ...,LibertyBell,26-Jun-15,2,"One question: Fine I have to listen to a few commercials now and then, But why am I forced to listen to commercials in Spanish? Granted I live in New Mexico, But I'm still in the US, right? It's really irritating, enough for me to say Adios!"
Pandora,Five Stars,sue christie,9-Dec-14,5,Love this.
Pandora,music on the go,randy,13-Jan-13,5,Pick a genre and play.  Music is in sync with what I would like to hear at the moment with no requirement for me to search through page after page of songs.
Pandora,its ok,Denise D. Richards,11-May-12,4,it doesn't need such long advertisements and the songs aren't all ways on what you are searching fore and it has an snowing way of letting search fore songs.
Pandora,Five Stars,BaldEagle,2-Aug-14,5,Love it play it while on slot game
Pandora,Love it,hhhbhb,1-Dec-12,5,I love Pandora it is awesome. you can put your fav radio and all u got to do is save and add to your fav. love it!!!!!!!!! ;) <3
Pandora,The Best,N. Billington,19-Jul-13,5,This app is amazing and free so get it and have fun with ur music. i am a teen and i love music so
Pandora,Works greaat,D. Mukai,12-Mar-13,5,"I could not download this for my tablet (Chuwi V99) fromt he google play store, but found it here and it works great."
Pandora,gummy bears,awesomeness,15-Oct-12,5,"I LUV GUMMY BEARS yea sure Pandora is great but......GUMMY BEARS ARE BETTER,!gummy gummy gummy gummy gummy gummy gummy gummy bears!!!!!!!"
Pandora,Jammin with Pandora,Tyrone P. Dumas,12-Jan-13,5,What a great way to access good music on my tablet. I love that I have downloaded the Padora app. so I can JAM anywhere I go.
Pandora,help,c.monhoc,2-Apr-12,3,it's ok  but it won't let me make more than one station so got any advice?  please help!!!!!!!  (i realy dont want go be stuck on love sonvs raideo forever!!!!!)
Pandora,love the music hate the ads!,hayley chenoweth,28-Jul-12,4,too many commercials. love the music though its really good but sometimes it starts playing a song then skips it?! wwwhhaatt?! and it wont download
Pandora,Five Stars,m. stevens,13-Aug-17,5,"I like it, but haven't had time to explore it enough"
Pandora,Great music and no commercials,Jonathan Ryan,15-Jun-13,5,This is great if you just want to listen to music and not have to be bothered by commercials or obnoxious DJs.
Pandora,awesome,c.eisenhauer,19-Aug-12,5,this Pandora radio is the best that I have ever had on my kindle and that is gust the song part to but the whole thing / app is dealt awesome :)
Pandora,what's not to love?,S. Elgan,14-Nov-11,5,Great streaming service.  Easy to use. Great selections that are customized for you.  Usable on pretty much every gadget and home theater device out there.  What's not to love?
Pandora,sweet download,it was fun,26-Apr-13,5,awesome I love it plays only songs I like it is the coolest thing evented if u like simple music download this
Pandora,Four Stars,david w valdes,26-Sep-17,4,still listening
Pandora,love it,h.bice,12-Jun-13,5,I can always find the music I want to listen to no matter what kind of mood I am in I just love pandora
Pandora,i shot  the shieff,Bob marley,2-Aug-12,5,great. I like great music that makes me feel good and I understand.  Bob Marley's music is the best. I have been listening to his tones for years.
Pandora,great app,jenna,25-Dec-12,4,"great app. has lots of songs to choose from. highly recommend this app.dont know what else to write, im just starting out"
Pandora,Pandora,Huebner,23-Dec-12,5,It is so awesome listening to free music. I love all the stations that you can create. It also sounds great. Get Pandora today!
Pandora,it is alright,Amazon Customer,19-Feb-13,4,itnwas ok the only thing I didn't like was that it would take forever for the songs to load I meanmy gosh just fix that
Pandora,Amazing app,Cheryl,19-Mar-16,4,"This app allows you to listen to music just like on your iPhone iPad or ipod.You search the music you want, it will probably pop up.  You can listen to it in headphones or out loud both ways are amazing!!"
Pandora,Five Stars,Amazon Customer,2-Mar-17,5,"It's Pandora, what else it there to say."
Pandora,Magic,Crystal922,18-Jul-12,5,absolutely amazing app!!! Its like Freaking magic:P somehow it knows how im feeling and plays just the right music...even when im angry at my bf>:)
Pandora,It's awesome!,Randy,4-Dec-13,5,"This app is amazing. Its free music, you don't have to pay for a membership, you can listen to other songs by other artists in the same genre as you like and see if you like them, I can't see anything wrong with this app. It's great!"
Pandora,Awsome!!,u.estone,2-May-13,5,You set to listen to any song you want and even pick your own station you will be amazed with want it can di
Pandora,love it but,shontrice daniels,29-Mar-13,4,Pandora is great! Its just I don't lije it when u pic k a station and its not playing the artists I chose to play
Pandora,Fantastic,Kindle Customer,25-Aug-14,5,Fantastic I love this app!!!
Pandora,I love this app.,M. Jones,8-Jan-12,5,I think it's really covienient and you get a good song most of the time. Unlike the radio when it's the same songs over and over based on the genre of the radio station.
Pandora,Music Addict,Kool Beanz Lover,31-Jul-12,5,Love music?? Then this is your new favorite app. I listen to Pandora all of the time. I can't do anything without this app. 5 stars isn't enough.
Pandora,Five Stars,Amazon Customer,6-Feb-16,5,Good
Pandora,GREAT!!!,BugGirl,5-Jan-12,5,"It may have annoying ads but I mean seriously you can't beat that its FREE!! love it though... Its kinda cool that you can make your own station, too... .âˆ…-âˆ…"
Pandora,help,banana,28-Feb-12,3,I have tried to install Pandora to my kindle but it will not let me do it. help!!!!!!!!! I luv pandora though I think I listen to it more than I listen to my ipod.
Pandora,awesome!!!!!!!!!!!!!!!,christian Paul,18-Mar-13,5,I love this app it is free music and u can go to your stations on another device I would totally download this app
Pandora,awesome,nozer,12-Jan-13,5,it has free music who doesnt like yjat just that you cant skip if you dpnt like that song so if you like music buy this app
Pandora,THIS APP SUCKS!!!!!!!!!!!!,jim and jarry.,25-Jun-12,1,the songs they play have nothing to do with your origanal song. I like iheartradio soooooo much better. it has real stations and u can creeate ur own
Pandora,Keeps stopping,Kindle Customer,8-Feb-17,3,"With the last update, it only runs about an hour. If I constantly have to keep messing with it to keep it playing, I'm switching to a different music streamer"
Pandora,Great,Alexis Delgado,27-Dec-12,4,"Pandora plays great music and allows you to pick what station to listen to, but they should have unlimited skips or dislikes."
Pandora,<3,clvssy&reg;,2-Mar-13,5,I love Pandora ..I can listen to it all day and it brings back some of the older songs that I liked but forgot about
Pandora,A+ APP.,Garrett,3-Dec-11,5,"Great App. I have on Pc, Evo,  and now Fire.  Don't have a complaint, you get what you pay for. although I have the subscription,  that makes the experience a lot better.."
Pandora,i agree with the 357 people who are smart!!!,Bay Bay,18-Jul-12,5,I love this app! I use it all the time I have never went a day without Pandora!!!! So all those heaters.... STOP hating such a good app and remember this is coming from an 11 yr. old girl who addicted to dog the bounty hunter on my fire..... so if it keeps me off the Tv it makes the whole family happy! DOWNLOAD!!!!!!!!!!!!! Take it from me!!!:) ;)
Pandora,pretty good,emma,21-Jan-13,4,its amazing except for i typed in little things and it gave me everything  except that but thats the only time thats happened so i still recomened it â€¢_â€¢:-)
Pandora,i'd get this app!,Dana Cierniak,15-Oct-12,5,This is a  great app! Works great for the kindle too. The only thing that. annoys me is the skip limit but still you should get it! :)
Pandora,pretty nice,boomboomchicka,7-Mar-12,4,"ive had Pandora for a while... and I really like it, but there are sometimes commericals... geeze I'm compalaning about a commerical. what has the word come to?!"
Pandora,Works great.,TheDivineEmpty,12-Feb-16,5,Works great.
Pandora,love it,l edward,14-Apr-13,5,this is an amazing app free radio even on the road and personalized radio stations better then I heart radio.
Pandora,:),LonestarTexadan,19-Oct-11,3,"i use pandora on my lap top just about everyday and it works great..i use it on my phone just as much but i have some issues with it.. sometimes the song skips to another song/ad in the middle, very slow loading songs or switching, sometimes its almost impossible to close the ads the first time even though you press the ""x"" button multiple times !!"
Pandora,I love it!!,Cc1234,6-Oct-12,5,I think it is so awesome. They have great song selections. I like how you can like a song and then it will play it more evert so often.
Pandora,"great, but wish I could see the song that had just been playing if I miss it",Max,13-May-12,4,"great, but I would love it if I was able to see the song that just played. I often miss it and then it is gone until it plays again, which rarely happens"
Pandora,Four Stars,stan,26-Jun-17,4,Works well.
Pandora,Love it better that satellite,Kennita Anderson,13-Jan-13,5,Love pandora better that satellite radio. It's free and has better selection than satellite radio. Keep up the good work.
Pandora,Great Music Streaming App.,Pwolfeeurple,11-Jan-12,5,"Pandora is a free-to-use app that allows you to stream music with ease. You can do many things while listening to Pandora, and it also comes with a neat and clean UI."
Pandora,good but not so good,lecount,18-Aug-13,4,its good but the thing that's stupid is adds and u can only skip so many songs in one day
Pandora,versatile,Silver and Young,14-Mar-12,5,My daughter has this on her Kindle Fire and on her PC.  She always has it for background and she loves that she can customize her channels.  She Loves Pandora.
Pandora,awesome,lopez,1-Feb-13,5,I love this app! free music its the best and so cool and really good if you cony wanna download music I love this app!
Pandora,"Every song, seriously?",Chocolate Cherry,10-Jul-12,3,This app is worth having. The down side is it constantly buffers throughout each song. It tends to be irritating especially with the commercials.
Pandora,Awesome,JTex,20-Apr-13,5,"Awesome app! Love it! The best music app on the market and its free cant do better than that , download niw"
Pandora,"JUST ""LOVE"" IT!",R.Kiara,25-Apr-12,5,"SOO MUCH BETTER THAN ""THE OTHER"" ONE OUT THERE THAT ""TRIES"" TO COPY ""PANDORA""..BUT DOESNT GET EVEN CLOSE!LOVE PANDORA!"
Pandora,Great app,Tubbs,24-Jan-12,5,loved everything about it exept it didn't tell u the time left on the song playing and u couldn't go back and rate a song after it passes this is on the kindle fire
Pandora,Four Stars,Claudia  Lambaren,14-Dec-14,4,I love it
Pandora,what?,sw1234,23-Nov-12,2,Omg this all is so slow. I would like a song and then their would be an add that would pop up and then it would freeze 2 stars
Pandora,best music stations,Vicki Clark,24-Mar-12,5,Pandora has the best music stations. Our favorite is Nat King Cole. We have had many hours of beautiful music from Pandora.  Highly recommended.  Five stars.
Pandora,Love pandora radio,tmik17,28-Jun-14,5,Great app! A few ads but it's free!
Pandora,good but not good,E.brown,9-Mar-13,2,i love pandora .. but it doesnt work in th country i now live in :( i really hope the update it to work in italy
Pandora,Good except for...,Crystal Ochoa,29-Jan-13,4,I love Pandora but it plays the same songs every time I open the app.  Other than that it's a great up to find music.
Pandora,deannaamorris,love it,19-Jun-12,5,i love this app its awsome you can look up any song or artist is amazing i love chinna ann and shake it up you can lisren to those songs i love it
Pandora,I love listening to Pandora on my smartphone so when I ...,Amazon Customer,30-Dec-16,5,"I love listening to Pandora on my smartphone so when I got the Kindle Fire for Christmas, it was only natural to download it on that device also :)"
Pandora,great,L.Leach,1-Jun-12,5,this app is great keeps playing while I use Internet or any app  don't freeze either adds every few songs but it ain't bad at all totally recommend.
Pandora,boo,J. Figueroa,13-Dec-12,2,"its a good app overall, but sometimes it just stops playing, and you have to change station in order for the app to work..."
Pandora,Great Music App,David,15-Oct-11,5,My wife and I both have this app on our phones and our tablet. Best music app ever. Can create stations for us or the kids. Use often in the car with our blue-tooth stereo.
Pandora,ok,lauren de,16-Feb-13,4,this isn't my favorite app.when I type in a song it plays a different song.but everything else is very good on it.
Pandora,Love it!,Amazon Customer,23-Mar-13,4,I use Pandora on my Kindle Fire at work to help me focus on my work. It keeps me in a good mood all day long.
Pandora,Five Stars,Enoch J Cole IV,17-Sep-17,5,Excellent App
Pandora,love it  amazing!!!,madisyn brown,19-Jun-13,5,I love this app so much you can listen to it whenever you want has all your favorite music too!!
Pandora,sorry app,LiLMan,18-Jan-12,1,it plays five songs can't any more song from playlist i try other playlist same thing even with quickplay list does same thing
Pandora,Love It!,ellen mcallister,23-Jul-12,5,"It is very simple and easy to use! Me being a music lover I leave it on when I'm doing house work, reading,writing, anything! I love Pandora!"
Pandora,Yep,Carson Creef,29-May-14,1,In the dickies. Poopy doopy. Crapola. Nary a piece. Oh my sweet Jesus. Never you mind. Ain't nobody got time for that.
Pandora,used to be a bit more helpful...,Kourtnee Jewett,2-Aug-16,3,"I used to not have it acting weird, but now, when I quit and come back in, it looks as though it was up the whole time.Worse, though, is how it can be playing, but when I open it to check song title or something, I have to joggle it on the screen side to side in order for the correct title and artist to be displayed, instead of a prior one."
Pandora,My best addition,patsy,27-Mar-13,5,This is the best of all my additions. the music keeps me happy all day.as I work or read on my Kindle.
Pandora,This app is great,A. Monk,19-Jul-12,5,I don't know what all the fuss is about. This app works great on my kindle and android. They have a lot of good songs and good quality sound.
Pandora,Great Listening!,T-rex,7-Feb-13,5,I listen to Pandora while im at the gym. I enjoy mixed music depending on my mood and I get just that with Pandora
Pandora,love it,T. Paquet,26-Sep-12,5,Absolutely love Pandora! Will never be without it on any device I own! Even with the free edition the random ads are not bothersome.
Pandora,Awesome,scibelli,30-Dec-12,5,Pandora is my favorite music channel of all time so what I have to say is I love Pandora so that is what I have to say.
Pandora,kindle app failed me!,RJames,3-May-12,1,I downloaded the kindle app but all I get is a white screen.  It does not work.  All I got was a blue screen.
Pandora,"Love it, love it, love it!",Barbara M,23-Oct-11,5,This is fantastic and far easier than messing with ipod; plus it introduces you to new artists you may not have heard. I LOVE IT. IT'S MY FAVORITE APPNO PROBLEMS AT ALL.
Pandora,i'm like 8 and this is awesome music,h z,10-May-13,5,it is the awesomest app ever I don't know how to discribe this app but this app is the best app ever
Pandora,Music,CHIEF,12-Oct-12,5,"Best thing since apple pie, easy to use and their when you need it and it's also free of charge and I guarantee you'll love it..."
Pandora,good,Go Steelers,1-May-13,4,its a really good app but when u go to message someone it doesn't always send it and it gets annoying
Pandora,Your Choice and Your Music,Awesomeness,21-Apr-12,5,I love this app. It will play all your favorite songs!!! You can put a thumbs up or Down. If you hate waiting for a good song on the radio get Pandora
Pandora,90's pop,kgirardin,14-Jul-12,5,omg I love the 90's pop station it is the greatest!!!!!!!!!! and the Adele station is the bomb too!!!!!!!!!! keep up with the awesome music!
Pandora,pandora rocks,egththefrbthtrbvrcr,7-May-13,5,it is amazing GET IT NOW truely and honestly listen to me don't listen to the guys who diss this app
Pandora,Love IT,Amazon Customer,4-Mar-13,5,I love that I can listen to music whenever I want to. I fall asleep alot listening to the music all the time.
Pandora,Ceterne'sm,1966,20-Mar-16,5,Great all time
Pandora,Five Stars,Amazon Customer,6-Oct-17,5,"I love it, It play all the music I like"
Pandora,GREAT !!,shadow,28-Oct-12,5,Worked right off the bat ! Is very quick and a lot of station choices. Best i have found and would highly recommend it to all.
Pandora,have had it before,Sarasota,20-Mar-12,4,I have this app on my IPod 4g its great and fun but sometimes when I look for a song on it it goes to a totaly diff. song but its still a great app ! ^_^
Pandora,love the app,EnockB,7-Jan-12,5,this app is so cool it give you lots of songs to listen to that are modern it does have a few adds between songs but they sponsor them which makes Pandora exist.
Pandora,Great For Kindle,validray,16-Jul-12,5,This app works great for the kindle and seems to have even less ads than the online version. It works great and there are few to no errors.
Pandora,great app.  works well.,David Hoff,7-Dec-11,5,this is a good app to replace the need to own and manage mp3 files.  I like being able to just put an artist name in and the station is created without commercials.
Pandora,Great app!,McNally11,1-May-13,5,"I love listening to music, so I love this app. I love it when I find new music to tell people about."
Pandora,Thumbs up or down do not matter to pandora,Michael Goff,28-Aug-17,1,I have thumbs down every mariachi band that comes on yet when I do a shuffle I will always get a damn mariachi song.  Drives me nuts!!!!
Pandora,Buy it Buy it Buy it!!!!!!!!!!!!,rick worthington,26-Feb-13,5,soooooo awesome. so much of a verity. I love this app. I'm listing to it as I create this.  sssoooooooo great
Pandora,epic,KaylaRox,14-Mar-12,4,I love this app. it is amazing. I heard songs I cant find anywhere!!! the only problem that I have with it is that I cant find some of my face songs!! :(
Pandora,Awesome,Samantha Sciavillo,19-May-13,5,Has every kind of music that you want to listen to! I use it from working out to relaxing in bed!
Pandora,very good app that shows me songs i never new id like,IloveGummibear$,14-Feb-12,5,this is such a good app I love the part were it has a direct link to buy the actual song I like hows its not just the artist u put its stuff like the artist
Pandora,Music,Rhyno,29-Dec-11,3,"A little slow without wifi, but moves of with it...not bad for a free app. Allows you to have multiple playlists, which is a good thing, and limited commercials."
Pandora,Love!,KillerP,25-Jul-12,5,"I have had Pandora on my computer for well over a year now and it is the place I go for music all the time, works just as well as an app."
Pandora,Pandora makes me happy :)),Zoey,3-Nov-12,5,"I love this App, works great on my Android since I'm the kind of people who can't work without music, that's perfect for me."
Pandora,THE BEST,fmfu,8-Jan-13,5,I don't even listen to the radio anymore. They always play the same songs all the time I love how Pandora mix it up
Pandora,lovelovelove!!!!!!,Chrsiti Johnson,5-Feb-13,5,I abosolutely love Pandora! It makes my day better. if you love music than you need Pandora. love love love it!
Pandora,Three Stars,christina l.,15-Jun-17,3,Just starting using Pandora so far so good. Will update rating as I start getting into it
Pandora,.....,hgghhhh,1-Dec-12,2,"plays and selects good music but has too many ads. if you want to hear ad free music, download iHeart radio app its free"
Pandora,love it,lyda,1-Aug-13,5,I love it because it as all my songs and it is free. my kids love it .it is the best.
Pandora,Pandora App,j woodruff,23-Nov-11,5,"Love it, been using for several years; PC, Roku, now Kindle Fire and soon on a smart phone. Its free, portable, manageable play list and more. A real must have app."
Pandora,awesome app,Danielle Is Theeee bestest :),10-Dec-11,4,I love having Pandora on my kindle and yes you cant really design your own radio station you kinds choose the genre and it gives you songs in the genre you picked
Pandora,wow,k.record,24-May-13,5,great wow  you guys did a wonderful job its easy to use and perfect. i love pandora. i love it.
Pandora,um... idk what you guys are talkin bout!,ll,9-Aug-12,5,this is the greatest app in centuries! I'm listening to music right now! go 1D! Harry's mine! XD Great app! it's free ignore the adds!
